ID,post_author,post_date,post_date_gmt,post_content,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count
628,3,2013-06-01 21:30:55,2013-06-02 05:30:55,"<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image.jpg""><img class=""size-medium wp-image-136 aligncenter"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image-300x224.jpg"" width=""300"" height=""224"" /></a>
All ready to go fishing tomorrow.  Those two totes behind the four wheeler contain two  20 fathom nets, anchors and buoys.  The white box on the front tote is to put in the boat. If I catch any fish they will go in there instead of sliding around on the bottom of the boat.

My neighbors have a cabin on the on the other side of the Alsek river. The plan is for me to stay over there with them for this first opening. As soon as I get back over here to my cabin I will bring you up to date on how things went.

Last evening. I was sitting inside the bigger window and saw something brown move right under the window. It took up a lot of space on the ground. First thought was bear. It turned out to be a swarm of otters. I couldn't get a good count cause they were moving so quickly. I know there were five and maybe seven. As I watched they all went under the cabin. I proceeded to make much stomping noise on the floor. I didn't see them leave but they have because I didn't hear or see them at all later. If they had settled in under there I was going borrow Charlie to go under there after them.

This morning one of the world's great travelers stopped for a visit. An American Golden Plover was on the front yard. The breeding habitat of American Golden Plover is Arctic tundra from northern Canada and Alaska. They nest on the ground in a dry open area. They are migratory and winter in southern South America. They follow an elliptical migration path; northbound birds pass through Central America about January–April. In fall, they take a more easterly route, flying mostly over the western Atlantic and Caribbean Sea to the wintering grounds in Patagonia. The bird has one of the longest known migratory routes of over 25,000 miles. Of this, 2,400 miles is over open ocean where it cannot stop to feed or drink. It does this from body fat stores that it stocks up on prior to the flight. Most of this paragraph I pulled off the Internet.

There is so much nature here. As I took the picture above there were six Bald Eagles having a discussion across the creek behind me. I'm still loving it!",JUNE 1st,,inherit,open,open,,135-revision-v1,,,2013-06-01 21:30:55,2013-06-02 05:30:55,,135,http://www.notesfromalaska.com/2013/06/01/135-revision-v1/,0,revision,,0
629,3,2013-10-21 12:27:45,2013-10-21 20:27:45,"<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image-e1382386914908.jpg""><img class=""aligncenter size-large wp-image-136"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image-e1382386914908-764x1024.jpg"" width=""764"" height=""1024"" /></a>
All ready to go fishing tomorrow.  Those two totes behind the four wheeler contain two  20 fathom nets, anchors and buoys.  The white box on the front tote is to put in the boat. If I catch any fish they will go in there instead of sliding around on the bottom of the boat.

My neighbors have a cabin on the on the other side of the Alsek river. The plan is for me to stay over there with them for this first opening. As soon as I get back over here to my cabin I will bring you up to date on how things went.

Last evening. I was sitting inside the bigger window and saw something brown move right under the window. It took up a lot of space on the ground. First thought was bear. It turned out to be a swarm of otters. I couldn't get a good count cause they were moving so quickly. I know there were five and maybe seven. As I watched they all went under the cabin. I proceeded to make much stomping noise on the floor. I didn't see them leave but they have because I didn't hear or see them at all later. If they had settled in under there I was going borrow Charlie to go under there after them.

This morning one of the world's great travelers stopped for a visit. An American Golden Plover was on the front yard. The breeding habitat of American Golden Plover is Arctic tundra from northern Canada and Alaska. They nest on the ground in a dry open area. They are migratory and winter in southern South America. They follow an elliptical migration path; northbound birds pass through Central America about January–April. In fall, they take a more easterly route, flying mostly over the western Atlantic and Caribbean Sea to the wintering grounds in Patagonia. The bird has one of the longest known migratory routes of over 25,000 miles. Of this, 2,400 miles is over open ocean where it cannot stop to feed or drink. It does this from body fat stores that it stocks up on prior to the flight. Most of this paragraph I pulled off the Internet.

There is so much nature here. As I took the picture above there were six Bald Eagles having a discussion across the creek behind me. I'm still loving it!",JUNE 1st,,inherit,open,open,,135-revision-v1,,,2013-10-21 12:27:45,2013-10-21 20:27:45,,135,http://www.notesfromalaska.com/2013/10/21/135-revision-v1/,0,revision,,0
630,3,2013-10-21 12:31:19,2013-10-21 20:31:19,"<p style=""text-align: left;""><a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/Alaska-may-2013-004.jpg""><img class=""aligncenter size-large wp-image-142"" alt=""Alaska may 2013 004"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/Alaska-may-2013-004-1024x768.jpg"" width=""1024"" height=""768"" /></a></p>
<p style=""text-align: left;"">That is what a 32 pound King Salmon looks like.</p>
<p style=""text-align: left;"">Well opening day for commercial fishing on the Alsek river went pretty well.  The regulations permit one to start fishing at 12:01 p.m. on Sunday and you had to stop fishing with nets out of the water by 12:00 today.  That's the way it is every week while that river is open to fishing.  Each morning after an opening there is an announcement made at 9:00 informing fishermen if fishing will be allowed that day.  Sometimes you can fish for several days in a row.  That is seldom the case for the first week's opening.</p>
<p style=""text-align: left;"">""The <b>Alsek River</b> is a <a title=""Wilderness"" href=""https://en.wikipedia.org/wiki/Wilderness"">wilderness</a> <a title=""River"" href=""https://en.wikipedia.org/wiki/River"">river</a> flowing from <a title=""Yukon"" href=""https://en.wikipedia.org/wiki/Yukon"">Yukon</a> into Northern <a title=""British Columbia"" href=""https://en.wikipedia.org/wiki/British_Columbia"">British Columbia</a> and into <a title=""Alaska"" href=""https://en.wikipedia.org/wiki/Alaska"">Alaska</a>. The surrounding area from the Western edge of the Alsek to East of the East Alsek is known to locals as Dry Bay.  The Alsek and East Alsek rivers are a part of the Yakutat area limited entry set gillnet fishery. Both rivers produce <a title=""Chinook salmon"" href=""https://en.wikipedia.org/wiki/Chinook_salmon"">King</a>, <a title=""Coho salmon"" href=""https://en.wikipedia.org/wiki/Coho_salmon"">Silver</a>, and <a title=""Sockeye salmon"" href=""https://en.wikipedia.org/wiki/Sockeye_salmon"">Sockeye</a> commercially. <a title=""Chum salmon"" href=""https://en.wikipedia.org/wiki/Chum_salmon"">Chum</a> and <a title=""Pink salmon"" href=""https://en.wikipedia.org/wiki/Pink_salmon"">Pink salmon</a> can also be caught, but are not generally sought after due to their relative lack of worth/quality. These two rivers can be characterized as low volume fisheries, while the Alsek river in particular produces particularly high quality salmon due to its low temperature. The Alsek's silt content also prevents the sun from damaging the fish.""  I did a little more research on the Alsek.  This afternoon its flow volume was 45,800 cubic feet of water per second.  For comparison at the same time the flow of the Colorado river at Durango was 1,300 CFS.  The Alsek is a BIG river.  Where we were fishing was in some sheltered water right at the mouth.  I could hear the surf in the Pacific as I sat in the boar waiting for a fish to hit the net.</p>
<p style=""text-align: left;"">Yesterday we dropped the nets in the water shortly after noon.  We stayed on the river till after eight last night.  This morning we left before 5:00 to resume fishing.  I was able to catch 4 sockeye yesterday and today brought in that fish I'm holding above as well as another King and a couple more sockeye.  My neighbors have a company that sells these fish directly to restaurants as far away as Newark, NJ.  That fish I caught this morning may well be in Newark Wednesday night.  I sell them the fish at the going rate right off my boat.  Then they clean them and pack them in Ice.  An air service will pick the packed fish up and take them to Yakutat.  There they are loaded onto one of the two jets that come through everyday, end up in Seattle where they are air freighted on to the restaurant.  Next Sunday we do it all again.  I expect in the next week of so there will be more days of fishing after each opening.</p>
<p style=""text-align: left;"">A cousin asked what happens to the parts of the fish that we don't keep?  Where my buyer cleans the fish is about a mile from the Pacific.  Today I took all the heads, guts etc. over to the beach and spread them out at the edge of the surf.  In less than 30 seconds after I pulled away ravens were there grabbing morsels.  In less than 90 seconds the first 4 Bald Eagles showed up.  After 5 minutes there must have been a dozen eagles swooping in to grab something.  Many of them would land but some of them would just glide in real low, grab something and fly off with it.  Another fisherman told me the eagles soon learn to associate the 4 wheeler on the beach at that spot with food.  When they learn that you can look up and down the coast and see eagles coming in from as far as you can see.</p>
<p style=""text-align: left;""></p>",JUNE 3rd,,inherit,open,open,,145-revision-v1,,,2013-10-21 12:31:19,2013-10-21 20:31:19,,145,http://www.notesfromalaska.com/2013/10/21/145-revision-v1/,0,revision,,0
631,3,2013-06-05 21:28:11,2013-06-06 05:28:11,"<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/GoogleEarth_Image.jpg""><img class=""size-medium wp-image-155 aligncenter"" alt=""GoogleEarth_Image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/GoogleEarth_Image-300x177.jpg"" width=""300"" height=""177"" /></a>

That image came from Google Earth.  On my computer if I click on the picture it enlarges.  That is Dog Salmon creek coming down from the top of the picture and merging with the East Alsek river.  The neighbors I refer to so often live in the cabin just above mine.  That is an unused air strip behind their cabin.  Now the planes just land in front of the cabins.

Two kinds of geese were feeding in the front yard off and on during this day filled with showers.  Brant Geese and Greater White-fronted geese. The latter have beautiful coloration in their feathers.

The rain kept me inside most of the day again.  I got the cook stove tuned up and tried the oven for the first time.  I know one reader who will be pleased to read I baked a loaf of bread.  I brought 25 pounds of flour up here.  Now that I have tasted success using some of it maybe buying that much was a good idea.

The neighbor, whose cabin is just off the left side of the picture, has had a bear hanging around his place.  Tonight coming back from fishing (no luck) the bear was on the river bank in front of that same cabin.  I was maybe a hundred feet from the bear before I saw it.  One way to haze the bears and discourage them from hanging around too close is to make a lot of noise.  So not wanting to retreat and encourage the bear I down shifted and ran right at him.  He stood up to see what was causing all that noise, saw me coming at him, hollering and gunning the engine. I don't know what he thought but he went up the bank and disappeared into the brush.

&nbsp;",JUNE 5th,,inherit,open,open,,154-revision-v1,,,2013-06-05 21:28:11,2013-06-06 05:28:11,,154,http://www.notesfromalaska.com/2013/06/05/154-revision-v1/,0,revision,,0
632,3,2013-10-21 12:32:50,2013-10-21 20:32:50,"&nbsp;

That image came from Google Earth.  On my computer if I click on the picture it enlarges.  That is Dog Salmon creek coming down from the top of the picture and merging with the East Alsek river.  The neighbors I refer to so often live in the cabin just above mine.  That is an unused air strip behind their cabin.  Now the planes just land in front of the cabins.

Two kinds of geese were feeding in the front yard off and on during this day filled with showers.  Brant Geese and Greater White-fronted geese. The latter have beautiful coloration in their feathers.

The rain kept me inside most of the day again.  I got the cook stove tuned up and tried the oven for the first time.  I know one reader who will be pleased to read I baked a loaf of bread.  I brought 25 pounds of flour up here.  Now that I have tasted success using some of it maybe buying that much was a good idea.

The neighbor, whose cabin is just off the left side of the picture, has had a bear hanging around his place.  Tonight coming back from fishing (no luck) the bear was on the river bank in front of that same cabin.  I was maybe a hundred feet from the bear before I saw it.  One way to haze the bears and discourage them from hanging around too close is to make a lot of noise.  So not wanting to retreat and encourage the bear I down shifted and ran right at him.  He stood up to see what was causing all that noise, saw me coming at him, hollering and gunning the engine. I don't know what he thought but he went up the bank and disappeared into the brush.

&nbsp;",JUNE 5th,,inherit,open,open,,154-autosave-v1,,,2013-10-21 12:32:50,2013-10-21 20:32:50,,154,http://www.notesfromalaska.com/2013/10/21/154-autosave-v1/,0,revision,,0
633,3,2013-10-21 12:34:04,2013-10-21 20:34:04,"&nbsp;

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/GoogleEarth_Image.jpg""><img class=""aligncenter size-large wp-image-155"" alt=""GoogleEarth_Image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/GoogleEarth_Image-e1382387559470-1024x604.jpg"" width=""1024"" height=""604"" /></a>

That image came from Google Earth.  On my computer if I click on the picture it enlarges.  That is Dog Salmon creek coming down from the top of the picture and merging with the East Alsek river.  The neighbors I refer to so often live in the cabin just above mine.  That is an unused air strip behind their cabin.  Now the planes just land in front of the cabins.

Two kinds of geese were feeding in the front yard off and on during this day filled with showers.  Brant Geese and Greater White-fronted geese. The latter have beautiful coloration in their feathers.

The rain kept me inside most of the day again.  I got the cook stove tuned up and tried the oven for the first time.  I know one reader who will be pleased to read I baked a loaf of bread.  I brought 25 pounds of flour up here.  Now that I have tasted success using some of it maybe buying that much was a good idea.

The neighbor, whose cabin is just off the left side of the picture, has had a bear hanging around his place.  Tonight coming back from fishing (no luck) the bear was on the river bank in front of that same cabin.  I was maybe a hundred feet from the bear before I saw it.  One way to haze the bears and discourage them from hanging around too close is to make a lot of noise.  So not wanting to retreat and encourage the bear I down shifted and ran right at him.  He stood up to see what was causing all that noise, saw me coming at him, hollering and gunning the engine. I don't know what he thought but he went up the bank and disappeared into the brush.

&nbsp;",JUNE 5th,,inherit,open,open,,154-revision-v1,,,2013-10-21 12:34:04,2013-10-21 20:34:04,,154,http://www.notesfromalaska.com/2013/10/21/154-revision-v1/,0,revision,,0
634,3,2013-10-21 12:35:16,2013-10-21 20:35:16,"Hauled wood today.  My neighbors to the North have the portable saw mill I mentioned earlier.  Their daughter and her husband are building a cabin nearby.  I will help them with the construction.  These people are so generous. The lumber in the picture, 20- 2x4s and 30 - 1x6 boards all sixteen feet long, sawn from logs salvaged along the river. Today we hauled six times that much lumber across Dry Bay to our cabin sites here on the East River.  Those boards are heavy duty.  When I say 1x6 that is the true dimension. A 1x6 you buy at a lumberyard is actually .75 inches by 5.5 inches.

It's about six miles across Dry Bay to where we unloaded the boats. The boats are used to ferry the lumber from the other side of the Alsek river. that is where the better logs are. We use the same trailers shown in an earlier post without the fish totes on them. There is a maze of roads across Dry Bay. I made three trips across and used three different routes. You could call those trips a learning experience. Several times I found myself someplace other than where I thought I should be. On one return trip I thought I would keep to higher, drier ground. Well what goes up must come down. The slight drop in elevation concentrated the water in one spot. When I got 1.7 miles (I had the GPS) from the cabin I got stuck. I started to walk out for help but decided maybe the 4 wheeler would pull itself out if I unhooked the trailers. That worked. So two of us went back, roped the two wheelers together and got the load out of the soft spot.

On the last trip over the bear that has been hanging around happened to be out in the open. I got to chase him for a few hundred yards. I wish the wheeler had a speedometer. I bet he was running 20 Mph while looking back to see if I was still after him. Consensus is that it is an adolescent bear and just hasn't figured out that the people who live in those big boxes we call cabins don't like bears in the yard. On the way back the bear was there again. Charlie and another bear dog spotted the bruin. Off they went one on each side of the bear. They harassed the beast till he went into the brush. Then the dogs trotted back to us looking so proud.",JUNE 6th,,inherit,open,open,,158-autosave-v1,,,2013-10-21 12:35:16,2013-10-21 20:35:16,,158,http://www.notesfromalaska.com/2013/10/21/158-autosave-v1/,0,revision,,0
635,3,2013-10-21 12:36:48,2013-10-21 20:36:48,"<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image1.jpg""><img class=""aligncenter size-large wp-image-159"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image1-e1382387740208-764x1024.jpg"" width=""764"" height=""1024"" /></a>Hauled wood today.  My neighbors to the North have the portable saw mill I mentioned earlier.  Their daughter and her husband are building a cabin nearby.  I will help them with the construction.  These people are so generous. The lumber in the picture, 20- 2x4s and 30 - 1x6 boards all sixteen feet long, sawn from logs salvaged along the river. Today we hauled six times that much lumber across Dry Bay to our cabin sites here on the East River.  Those boards are heavy duty.  When I say 1x6 that is the true dimension. A 1x6 you buy at a lumberyard is actually .75 inches by 5.5 inches.

It's about six miles across Dry Bay to where we unloaded the boats. The boats are used to ferry the lumber from the other side of the Alsek river. that is where the better logs are. We use the same trailers shown in an earlier post without the fish totes on them. There is a maze of roads across Dry Bay. I made three trips across and used three different routes. You could call those trips a learning experience. Several times I found myself someplace other than where I thought I should be. On one return trip I thought I would keep to higher, drier ground. Well what goes up must come down. The slight drop in elevation concentrated the water in one spot. When I got 1.7 miles (I had the GPS) from the cabin I got stuck. I started to walk out for help but decided maybe the 4 wheeler would pull itself out if I unhooked the trailers. That worked. So two of us went back, roped the two wheelers together and got the load out of the soft spot.

On the last trip over the bear that has been hanging around happened to be out in the open. I got to chase him for a few hundred yards. I wish the wheeler had a speedometer. I bet he was running 20 Mph while looking back to see if I was still after him. Consensus is that it is an adolescent bear and just hasn't figured out that the people who live in those big boxes we call cabins don't like bears in the yard. On the way back the bear was there again. Charlie and another bear dog spotted the bruin. Off they went one on each side of the bear. They harassed the beast till he went into the brush. Then the dogs trotted back to us looking so proud.",JUNE 6th,,inherit,open,open,,158-revision-v1,,,2013-10-21 12:36:48,2013-10-21 20:36:48,,158,http://www.notesfromalaska.com/2013/10/21/158-revision-v1/,0,revision,,0
636,3,2013-10-21 12:38:05,2013-10-21 20:38:05,"Where to begin? Should I write about the bear stealing a salmon out of a cooler in the front yard? What about the bear coming back two times that night looking for more and eating part of the 4 wheeler seat. What about being positionally challenged on the Alsek river at 11:00 at night or the cross country walk that got me to the cabin after midnight, then getting up at 4:30 to go check the nets again. Maybe it should be about pulling 17 sockeye keepers out of my net in one pass. I could finish up by describing how I am determined to learn more about all the things my GPS can do for me.

This was the second day the set gillnet fishing season has been open for the Alsek River this year. I fish two nets. I try and position them to catch the sockeye salmon heading upstream to spawn. There are also king Salmon on the river now and we catch a few of them along with the sockeye.

&nbsp;

The picture is the view I have while watching the net. That big mountain is Mount Fairweather. Canada is on the left side of the mountain's peak. Mount Fairweather is over 15,000 feet tall.

The process of getting the fish from the river to your local fish market is not a long one but because the product is so fragile pretty complicated.

I sell the fish to Alsek Fish. They are a small speciality supplier to markets and fine resturants across the lower 48 states. I deliver the fish hole and am paid by the pound. Different fish bring different prices. Alsek Fish cleans the fish, packs them in ice and air freights the fish to its final destination. Simple right? Noooooo. To get the fish from the river to the air freight office requires a chartered bush plane to fly them there after landing on the beach. The fish are packed in ice. That requires an ice making machine that depends on a generator for power. The bush plane has a charter fee. The fish are packed in special waxed cardboard boxes. Specific labels are required on each box of fish shipped. Alaska fish and game requires certain paperwork indicating where the fish were caught and by whom. In all this process I feel very lucky to be in on the fun part. Just catching the fish.

I may fill in a few details on some of the other things I mentioned in the first paragraph some other time.",JUNE 10th,,inherit,open,open,,168-autosave-v1,,,2013-10-21 12:38:05,2013-10-21 20:38:05,,168,http://www.notesfromalaska.com/2013/10/21/168-autosave-v1/,0,revision,,0
637,3,2013-10-21 12:38:44,2013-10-21 20:38:44,"Where to begin? Should I write about the bear stealing a salmon out of a cooler in the front yard? What about the bear coming back two times that night looking for more and eating part of the 4 wheeler seat. What about being positionally challenged on the Alsek river at 11:00 at night or the cross country walk that got me to the cabin after midnight, then getting up at 4:30 to go check the nets again. Maybe it should be about pulling 17 sockeye keepers out of my net in one pass. I could finish up by describing how I am determined to learn more about all the things my GPS can do for me.

This was the second day the set gillnet fishing season has been open for the Alsek River this year. I fish two nets. I try and position them to catch the sockeye salmon heading upstream to spawn. There are also king Salmon on the river now and we catch a few of them along with the sockeye.

<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image4.jpg""><img class=""aligncenter size-full wp-image-169"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image4.jpg"" width=""957"" height=""965"" /></a>

The picture is the view I have while watching the net. That big mountain is Mount Fairweather. Canada is on the left side of the mountain's peak. Mount Fairweather is over 15,000 feet tall.

The process of getting the fish from the river to your local fish market is not a long one but because the product is so fragile pretty complicated.

I sell the fish to Alsek Fish. They are a small speciality supplier to markets and fine resturants across the lower 48 states. I deliver the fish hole and am paid by the pound. Different fish bring different prices. Alsek Fish cleans the fish, packs them in ice and air freights the fish to its final destination. Simple right? Noooooo. To get the fish from the river to the air freight office requires a chartered bush plane to fly them there after landing on the beach. The fish are packed in ice. That requires an ice making machine that depends on a generator for power. The bush plane has a charter fee. The fish are packed in special waxed cardboard boxes. Specific labels are required on each box of fish shipped. Alaska fish and game requires certain paperwork indicating where the fish were caught and by whom. In all this process I feel very lucky to be in on the fun part. Just catching the fish.

I may fill in a few details on some of the other things I mentioned in the first paragraph some other time.",JUNE 10th,,inherit,open,open,,168-revision-v1,,,2013-10-21 12:38:44,2013-10-21 20:38:44,,168,http://www.notesfromalaska.com/2013/10/21/168-revision-v1/,0,revision,,0
638,3,2013-10-21 12:40:43,2013-10-21 20:40:43,"<p style=""text-align: left;""></p>
<p style=""text-align: left;"">That is what we got done today. It is the floor of the cabin i'm helping build. In the background you can see m ore of the wood that was sawn with the portable sawmill. The deck is sitting on two creosote logs that had washed on the beach. Each of these logs are about 25 feet long.</p>
The number of ducks and geese migrating North have really slowed down. There have been some new birds showing up that forage in the grass. The barn swallows arrived last week. The hummingbirds are still scarce but I have been assured they will return in a big way when the hatchlings fledge.

Some good news in that the new four wheeler I ordered is in Yakutat. I have chartered a plane to bring it down here to the cabin. I'm also getting six barrels of fuel some groceries and stuff from the hardware store.

I better start catching more fish to pay for all this. I did take my rod down to the mouth of East River to night. I saw one King Salmon roll on the surface a couple of times but he must not have been hungry. I did catch 15 Sculpin. These little aggressive fish could hardly get the lure in their mouths but tonight they loved trying to eat what I was casting. Three of the little buggers stuck their fins in me as I was releasing them.

Tomorrow I hope to scout out a couple more places to put my nets when the next commercial season opens.",JUNE 13th,,inherit,open,open,,175-autosave-v1,,,2013-10-21 12:40:43,2013-10-21 20:40:43,,175,http://www.notesfromalaska.com/2013/10/21/175-autosave-v1/,0,revision,,0
639,3,2013-10-21 12:41:17,2013-10-21 20:41:17,"<p style=""text-align: left;""><a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image5.jpg""><img class=""aligncenter size-large wp-image-176"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image5-e1382388037656-764x1024.jpg"" width=""764"" height=""1024"" /></a></p>
<p style=""text-align: left;"">That is what we got done today. It is the floor of the cabin i'm helping build. In the background you can see m ore of the wood that was sawn with the portable sawmill. The deck is sitting on two creosote logs that had washed on the beach. Each of these logs are about 25 feet long.</p>
The number of ducks and geese migrating North have really slowed down. There have been some new birds showing up that forage in the grass. The barn swallows arrived last week. The hummingbirds are still scarce but I have been assured they will return in a big way when the hatchlings fledge.

Some good news in that the new four wheeler I ordered is in Yakutat. I have chartered a plane to bring it down here to the cabin. I'm also getting six barrels of fuel some groceries and stuff from the hardware store.

I better start catching more fish to pay for all this. I did take my rod down to the mouth of East River to night. I saw one King Salmon roll on the surface a couple of times but he must not have been hungry. I did catch 15 Sculpin. These little aggressive fish could hardly get the lure in their mouths but tonight they loved trying to eat what I was casting. Three of the little buggers stuck their fins in me as I was releasing them.

Tomorrow I hope to scout out a couple more places to put my nets when the next commercial season opens.",JUNE 13th,,inherit,open,open,,175-revision-v1,,,2013-10-21 12:41:17,2013-10-21 20:41:17,,175,http://www.notesfromalaska.com/2013/10/21/175-revision-v1/,0,revision,,0
640,3,2013-06-15 21:43:32,2013-06-16 05:43:32,"Another beautiful day. I spent the morning with one of the old timer Dry Bay fishermen. He showed me some places to set my nets on this side of the Alsek. Then we took his boat way up the river. In some places we could see very troubled water. Big swirls and whorl pools. The current was very fast. He had a depth finder on his boat. The water was 40 to 70 feet deep along there. A couple of weeks ago I reported here that the Colorado River was flowing at 1,300 cubic feet per second. The Colorado is a big river in that part of the country. A while back the Alsek was flowing at over 150,000 CFM according to my friend. It is a very big river.

On the boat tour this morning he told me about the wolf that would walk along the bank where ha fished nearly every day one season. Today he pointed out a couple of Bald Eagle nests in trees right at the edge of the river.
,
<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image8.jpg""><img class=""alignnone size-medium wp-image-184"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image8-300x224.jpg"" width=""300"" height=""224"" /></a>

When I got home this friendly bird was here to greet me. It looks like a dove but it has a squared off tail and a black band around its neck. The pictures I have of mourning doves don't have the black band and their tails are pointed. I appreciated this beautiful birds presence.

Moving across the beaches you frequently cause the birds, eagles, ravens, gulls and other shore birds to take flight. The four wheeler doesn't have a speedometer so I don't know how fast I'm going but I figure at least thirty MPH. I think it surprises the birds when you pull up along side them as they think they are moving away from you. I call it ""Racing Ravens"".

A big day tomorrow. A neighbor from Colorado is coming to help me for a few days. The chore list is getting longer every day even though I'm pretty busy trying to mark things off it. The plane I chartered will bring in the new four wheeler some plywood and lots of fuel as well as my neighbor. It will land right in front of the cabin.

Late this afternoon I went King salmon fishing again. There were several in the river. One of them looked huge. A couple of them would follow my lure for a while then turn away. I did hook one sockeye but it got off. I'll just have to keep trying.",JUNE 15th,,inherit,open,open,,183-revision-v1,,,2013-06-15 21:43:32,2013-06-16 05:43:32,,183,http://www.notesfromalaska.com/2013/06/15/183-revision-v1/,0,revision,,0
641,3,2013-10-21 12:42:56,2013-10-21 20:42:56,"Another beautiful day. I spent the morning with one of the old timer Dry Bay fishermen. He showed me some places to set my nets on this side of the Alsek. Then we took his boat way up the river. In some places we could see very troubled water. Big swirls and whorl pools. The current was very fast. He had a depth finder on his boat. The water was 40 to 70 feet deep along there. A couple of weeks ago I reported here that the Colorado River was flowing at 1,300 cubic feet per second. The Colorado is a big river in that part of the country. A while back the Alsek was flowing at over 150,000 CFM according to my friend. It is a very big river.

On the boat tour this morning he told me about the wolf that would walk along the bank where ha fished nearly every day one season. Today he pointed out a couple of Bald Eagle nests in trees right at the edge of the river.
When I got home this friendly bird was here to greet me. It looks like a dove but it has a squared off tail and a black band around its neck. The pictures I have of mourning doves don't have the black band and their tails are pointed. I appreciated this beautiful birds presence.

Moving across the beaches you frequently cause the birds, eagles, ravens, gulls and other shore birds to take flight. The four wheeler doesn't have a speedometer so I don't know how fast I'm going but I figure at least thirty MPH. I think it surprises the birds when you pull up along side them as they think they are moving away from you. I call it ""Racing Ravens"".

A big day tomorrow. A neighbor from Colorado is coming to help me for a few days. The chore list is getting longer every day even though I'm pretty busy trying to mark things off it. The plane I chartered will bring in the new four wheeler some plywood and lots of fuel as well as my neighbor. It will land right in front of the cabin.

Late this afternoon I went King salmon fishing again. There were several in the river. One of them looked huge. A couple of them would follow my lure for a while then turn away. I did hook one sockeye but it got off. I'll just have to keep trying.",JUNE 15th,,inherit,open,open,,183-autosave-v1,,,2013-10-21 12:42:56,2013-10-21 20:42:56,,183,http://www.notesfromalaska.com/2013/10/21/183-autosave-v1/,0,revision,,0
642,3,2013-10-21 12:43:46,2013-10-21 20:43:46,"Another beautiful day. I spent the morning with one of the old timer Dry Bay fishermen. He showed me some places to set my nets on this side of the Alsek. Then we took his boat way up the river. In some places we could see very troubled water. Big swirls and whorl pools. The current was very fast. He had a depth finder on his boat. The water was 40 to 70 feet deep along there. A couple of weeks ago I reported here that the Colorado River was flowing at 1,300 cubic feet per second. The Colorado is a big river in that part of the country. A while back the Alsek was flowing at over 150,000 CFM according to my friend. It is a very big river.

On the boat tour this morning he told me about the wolf that would walk along the bank where ha fished nearly every day one season. Today he pointed out a couple of Bald Eagle nests in trees right at the edge of the river.
<a href=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image8.jpg""><img class=""aligncenter size-large wp-image-184"" alt=""image"" src=""http://www.notesfromalaska.com/wp-content/uploads/2013/06/image8-e1382388172621-764x1024.jpg"" width=""764"" height=""1024"" /></a>

When I got home this friendly bird was here to greet me. It looks like a dove but it has a squared off tail and a black band around its neck. The pictures I have of mourning doves don't have the black band and their tails are pointed. I appreciated this beautiful birds presence.

Moving across the beaches you frequently cause the birds, eagles, ravens, gulls and other shore birds to take flight. The four wheeler doesn't have a speedometer so I don't know how fast I'm going but I figure at least thirty MPH. I think it surprises the birds when you pull up along side them as they think they are moving away from you. I call it ""Racing Ravens"".

A big day tomorrow. A neighbor from Colorado is coming to help me for a few days. The chore list is getting longer every day even though I'm pretty busy trying to mark things off it. The plane I chartered will bring in the new four wheeler some plywood and lots of fuel as well as my neighbor. It will land right in front of the cabin.

Late this afternoon I went King salmon fishing again. There were several in the river. One of them looked huge. A couple of them would follow my lure for a while then turn away. I did hook one sockeye but it got off. I'll just have to keep trying.",JUNE 15th,,inherit,open,open,,183-revision-v1,,,2013-10-21 12:43:46,2013-10-21 20:43:46,,183,http://www.notesfromalaska.com/2013/10/21/183-revision-v1/,0,revision,,0
